deck_name,candidate_origin,route_type,proof_score,route_seed_cards,state_chain,produced_states,missing_states,required_support_roles,proof_comment,total_cost,depth
proof_based damage_overflow_win #5,proof_based,damage_overflow_win,100,運命の選択 / 風の1号 ハムカツマン,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 風の1号 ハムカツマン (board:+1 / damage_pressure:+4 / graveyard:+1 / loop_output_to_win:+1 / mana:+1 / opponent_deck_pressure:+1 / tempo:+2) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+5),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 9, ""graveyard"": 1, ""loop_output_to_win"": 2, ""mana"": 1, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 5}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 風の1号 ハムカツマン。作れている状態は action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+5。,7,2
proof_based damage_overflow_win #6,proof_based,damage_overflow_win,100,運命の選択 / 漆黒の猛虎 チェイサー,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 漆黒の猛虎 チェイサー (board:+1 / damage_pressure:+4 / graveyard:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 9, ""graveyard"": 1, ""loop_output_to_win"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 漆黒の猛虎 チェイサー。作れている状態は action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4。,6,2
proof_based damage_overflow_win #7,proof_based,damage_overflow_win,100,運命の選択 / 爆冒険 キルホルマン,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 爆冒険 キルホルマン (board:+1 / damage_pressure:+4 / graveyard:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 9, ""graveyard"": 1, ""loop_output_to_win"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 爆冒険 キルホルマン。作れている状態は action_window:+1 / board:+2 / damage_pressure:+9 / graveyard:+1 / loop_output_to_win:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4。,6,2
proof_based damage_overflow_win #8,proof_based,damage_overflow_win,100,運命の選択 / 超速レーサー・パラリラ,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 超速レーサー・パラリラ (board:+1 / damage_pressure:+4 / loop_output_to_win:+1 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 9, ""loop_output_to_win"": 2, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 超速レーサー・パラリラ。作れている状態は action_window:+1 / board:+2 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4。,6,2
proof_based damage_overflow_win #9,proof_based,damage_overflow_win,100,運命の選択 / 森の指揮官コアラ大佐,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 森の指揮官コアラ大佐 (board:+1 / damage_pressure:+4 / loop_output_to_win:+1 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 9, ""loop_output_to_win"": 2, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 森の指揮官コアラ大佐。作れている状態は action_window:+1 / board:+2 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+4。,7,2
proof_based damage_overflow_win #10,proof_based,damage_overflow_win,100,運命の選択 / 居合のアラゴナイト,resource_loop(existing) -> 運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> 居合のアラゴナイト (damage_pressure:+4 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+1 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+2 / resource_loop:+4 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 1, ""damage_pressure"": 9, ""loop_output_to_win"": 2, ""repeated_attack"": 2, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / 居合のアラゴナイト。作れている状態は action_window:+1 / board:+1 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+2 / resource_loop:+4 / summon_permission:+1 / tempo:+4。,7,2
proof_based damage_overflow_win #11,proof_based,damage_overflow_win,100,運命の選択 / アカシシーマ/レッド・アグラフ,運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> アカシシーマ/レッド・アグラフ (damage_pressure:+4 / loop_output_to_win:+1 / repeated_attack:+1 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+1 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+2 / resource_loop:+2 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 1, ""damage_pressure"": 9, ""loop_output_to_win"": 2, ""repeated_attack"": 2, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / アカシシーマ/レッド・アグラフ。作れている状態は action_window:+1 / board:+1 / damage_pressure:+9 / loop_output_to_win:+2 / repeated_attack:+2 / resource_loop:+2 / summon_permission:+1 / tempo:+4。,7,2
proof_based damage_overflow_win #12,proof_based,damage_overflow_win,100,運命の選択 / ベイB パオパオ,resource_loop(existing) -> 運命の選択 (action_window:+1 / board:+1 / damage_pressure:+5 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3) -> ベイB パオパオ (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / tempo:+1) -> damage_overflow_win (action_window:+1 / board:+2 / damage_pressure:+8 / graveyard:+1 / hand:+1 / loop_output_to_win:+2 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+2 / resource_loop:+4 / summon_permission:+1 / tempo:+4),"{""action_window"": 1, ""board"": 2, ""damage_pressure"": 8, ""graveyard"": 1, ""hand"": 1, ""loop_output_to_win"": 2, ""mana"": 1, ""opponent_deck_pressure"": 1, ""repeated_attack"": 2, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 4}",,,damage_overflow_winの必須状態を満たす勝利証明候補です。seed=運命の選択 / ベイB パオパオ。作れている状態は action_window:+1 / board:+2 / damage_pressure:+8 / graveyard:+1 / hand:+1 / loop_output_to_win:+2 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+2 / resource_loop:+4 / summon_permission:+1 / tempo:+4。,5,2
proof_based alternate_effect_win #1,proof_based,alternate_effect_win,100,D2P ヘビーポップ / タイム2 ファソラ,resource_loop(existing) -> D2P ヘビーポップ (action_window:+1 / alternate_win_progress:+6 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5) -> タイム2 ファソラ (damage_pressure:+2 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+1 / damage_pressure:+3 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 1, ""damage_pressure"": 3, ""loop_output_to_win"": 2, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=D2P ヘビーポップ / タイム2 ファソラ。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+1 / damage_pressure:+3 / loop_output_to_win:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,8,2
proof_based alternate_effect_win #2,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB パオパオ,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> ベイB パオパオ (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / tempo:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+2 / loop_output_to_win:+3 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""graveyard"": 1, ""hand"": 2, ""loop_output_to_win"": 3, ""mana"": 1, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 3, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB パオパオ。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+2 / loop_output_to_win:+3 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5。,7,3
proof_based alternate_effect_win #3,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB ポレポレ,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> ベイB ポレポレ (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""hand"": 2, ""loop_output_to_win"": 3, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB ポレポレ。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,7,3
proof_based alternate_effect_win #4,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB ソーター,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> ベイB ソーター (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""hand"": 2, ""loop_output_to_win"": 3, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB ソーター。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,7,3
proof_based alternate_effect_win #5,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB クッジャ,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> ベイB クッジャ (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""hand"": 2, ""loop_output_to_win"": 3, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / ベイB クッジャ。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,7,3
proof_based alternate_effect_win #6,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 天斬の悪魔龍 ジュランデス,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> 天斬の悪魔龍 ジュランデス (board:+1 / damage_pressure:+3 / disruption:+3 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / zone_change_permission:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+5 / hand:+1 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5 / zone_change_permission:+1),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 5, ""hand"": 1, ""loop_output_to_win"": 3, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5, ""zone_change_permission"": 1}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 天斬の悪魔龍 ジュランデス。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+5 / hand:+1 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5 / zone_change_permission:+1。,7,3
proof_based alternate_effect_win #7,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 静謐の啓き 真悠,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> 静謐の啓き 真悠 (board:+1 / damage_pressure:+3 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 静謐の啓き 真悠。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,8,3
proof_based alternate_effect_win #8,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / グレイト“S-駆”,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> グレイト“S-駆” (damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+1 / tempo:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+1 / board_persistence:+2 / damage_pressure:+5 / defense:+2 / disruption:+4 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 1, ""board_persistence"": 2, ""damage_pressure"": 5, ""defense"": 2, ""disruption"": 4, ""hand"": 2, ""loop_output_to_win"": 3, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 3, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / グレイト“S-駆”。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+1 / board_persistence:+2 / damage_pressure:+5 / defense:+2 / disruption:+4 / hand:+2 / loop_output_to_win:+3 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5。,7,3
proof_based alternate_effect_win #9,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / D2B バブール,ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> D2B バブール (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / repeated_attack:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+2 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 1, ""disruption"": 2, ""graveyard"": 1, ""hand"": 2, ""loop_output_to_win"": 3, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 1, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / D2B バブール。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+2 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,7,3
