deck_name,candidate_origin,route_type,proof_score,route_seed_cards,state_chain,produced_states,missing_states,required_support_roles,proof_comment,total_cost,depth
proof_based lock_confirmed_win #1,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> lock_confirmed_win (action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 1, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝。作れている状態は action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,7,2
proof_based lock_confirmed_win #2,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者キュベラ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 予言者キュベラ (attack_permission:-2 / board:-1 / defense:+2 / disruption:+2 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / cast_permission:-2 / damage_pressure:+2 / defense:+3 / disruption:+6 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 3, ""disruption"": 6, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者キュベラ。作れている状態は action_window:+1 / attack_permission:-2 / cast_permission:-2 / damage_pressure:+2 / defense:+3 / disruption:+6 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #3,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グレイト“S-駆”,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> グレイト“S-駆” (damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+1 / tempo:+1) -> lock_confirmed_win (action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+6 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 6, ""defense"": 2, ""disruption"": 6, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 3}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グレイト“S-駆”。作れている状態は action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+6 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3。,8,3
proof_based lock_confirmed_win #4,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 蒼天の守護者ラ・ウラ・ギガ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 蒼天の守護者ラ・ウラ・ギガ (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 蒼天の守護者ラ・ウラ・ギガ。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #5,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 聖騎士メタルサターン,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 聖騎士メタルサターン (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 聖騎士メタルサターン。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #6,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ツクっちょ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> ツクっちょ (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ツクっちょ。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #7,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者シュウ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 予言者シュウ (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者シュウ。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #8,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 奇跡の予言者ラッキー・クルト,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 奇跡の予言者ラッキー・クルト (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 奇跡の予言者ラッキー・クルト。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #9,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言の玉 クルルト,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 予言の玉 クルルト (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言の玉 クルルト。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #10,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 宣凶師ツモドビル,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 宣凶師ツモドビル (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 宣凶師ツモドビル。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #11,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者ジェス,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 予言者ジェス (attack_permission:-2 / defense:+1 / opponent_action_lock:+1) -> lock_confirmed_win (action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 4, ""loop_output_to_win"": 2, ""opponent_action_lock"": 3, ""opponent_deck_pressure"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 予言者ジェス。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+4 / loop_output_to_win:+2 / opponent_action_lock:+3 / opponent_deck_pressure:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based lock_confirmed_win #12,proof_based,lock_confirmed_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / D2B バブール,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> D2B バブール (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / repeated_attack:+1) -> lock_confirmed_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""graveyard"": 1, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 2, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,lock_confirmed_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / D2B バブール。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
